label,scenario_type,style,vessel,call_sign,mmsi,location,weather,pob,has_codeword,codeword_type,codeword,text
Safety,navigation_hazard,third_party,RED SEA RUNNER,4XEF3,671537429,Eilat Marina,rough seas,POB UNKNOWN,True,SECURITE,SECURITE RELAY,"SECURITE RELAY RELAY, SECURITE RELAY RELAY, SECURITE RELAY RELAY

THIS IS COASTAL WATCHER. RECEIVED SECURITE RELAY FROM RED SEA RUNNER, CALL SIGN 4XEF3, MMSI 671537429. REPORTING A NAVIGATION HAZARD IN THE VICINITY OF Eilat Marina. WEATHER ROUGH SEAS. OVER"
Safety,floating_debris,informal,,,,Hadera power station area,,3 PERSONS ON BOARD,True,SECURITE,SECURITE,"Securite, securite, securite. Warning to all stations in the Hadera power station area — we’ve got floating debris in the water, looks dangerous for navigation. Keep a sharp lookout and slow down, possible collision hazard. We have 3 persons on board."
Safety,navigation_hazard,third_party,RED SEA RUNNER,4XJK5,222275263,Hadera power station area,choppy waves,POB UNKNOWN,True,SECURITE,SECURITE RELAY,"SECURITE RELAY RELAY, SECURITE RELAY RELAY, SECURITE RELAY RELAY. This is Sea Watcher. RECEIVED SECURITE RELAY FROM RED SEA RUNNER. Navigation hazard reported in the Hadera power station area. Weather: choppy waves. OVER"
Safety,navigation_hazard,formal,MEDITERRANEAN DREAM,4XJK5,674840200,32°19.0'N 034°51.0'E (Netanya area),heavy rain,2 PERSONS ON BOARD,True,SECURITE,SECURITE,"SECURITE, SECURITE, SECURITE  
THIS IS MEDITERRANEAN DREAM, MEDITERRANEAN DREAM, MEDITERRANEAN DREAM  
CALL SIGN 4XJK5 MMSI 674840200  
POSITION 32°19.0'N 034°51.0'E (Netanya area)  
NAVIGATION HAZARD REPORTED IN VICINITY, HEAVY RAIN REDUCING VISIBILITY  
REQUIRE IMMEDIATE ASSISTANCE  
2 PERSONS ON BOARD  
OVER."
Safety,storm_warning,informal,,,,Eilat Marina,,4 PERSONS ON BOARD,False,NONE,,"Eilat Marina, anyone listening—there’s a storm warning coming through and we’ve got 4 persons on board, we’re trying to get secured right now, need advice or assistance if conditions worsen, please respond."
Safety,navigation_hazard,informal,,,633979662,5 nm west of Haifa,,5 PERSONS ON BOARD,False,NONE,,"All stations, all stations—there’s a navigation hazard 5 nm west of Haifa. Floating debris/obstruction in the water, nearly hit it. Keep a sharp lookout and slow down in the area. MMSI 633979662. 5 PERSONS ON BOARD."
Safety,storm_warning,informal,,4XCD2,486749454,5 nm west of Tel Aviv,,,True,SECURITE,SECURITE,"Securite, securite, securite. All stations, all stations—storm warning. We’re at 5 nm west of Tel Aviv. Call sign 4XCD2, MMSI 486749454. Conditions getting nasty fast, heavy squalls building—small craft stay clear and seek shelter immediately."
Safety,navigation_hazard,third_party,MEDITERRANEAN DREAM,4XAB1,230998324,10 nm offshore of Herzliya Marina,choppy waves,POB UNKNOWN,True,SECURITE,SECURITE RELAY,"SECURITE RELAY, SECURITE RELAY, SECURITE RELAY. THIS IS SILVER HARBOR. RECEIVED SECURITE RELAY FROM MEDITERRANEAN DREAM, CALL SIGN 4XAB1, MMSI 230998324. REPORTING NAVIGATION HAZARD IN VICINITY OF 10 nm offshore of Herzliya Marina. WEATHER CHOPPY WAVES. OVER."
Safety,floating_debris,third_party,SEA BREEZE,4XJK5,638076670,10 nm offshore of Herzliya Marina,rough seas,POB UNKNOWN,True,SECURITE,SECURITE RELAY,"SECURITE RELAY RELAY, SECURITE RELAY RELAY, SECURITE RELAY RELAY. I am MOTOR VESSEL SILVER DAWN. RECEIVED SECURITE RELAY FROM SEA BREEZE, call sign 4XJK5, MMSI 638076670. Reporting floating debris hazard in rough seas. Position: 10 nm offshore of Herzliya Marina. All stations in vicinity keep a sharp lookout and proceed with caution. OVER"
Safety,storm_warning,formal,COASTAL SPIRIT,4XCD2,735126623,32°28.0'N 034°52.0'E (Hadera area),choppy waves,3 PERSONS ON BOARD,True,SECURITE,SECURITE,"SECURITE, SECURITE, SECURITE  
THIS IS COASTAL SPIRIT, COASTAL SPIRIT, COASTAL SPIRIT  
CALL SIGN 4XCD2 MMSI 735126623  
POSITION 32°28.0'N 034°52.0'E (HADERA AREA)  
STORM WARNING IN AREA WITH CHOPPY WAVES  
REQUIRE IMMEDIATE ASSISTANCE  
3 PERSONS ON BOARD  
OVER."
Safety,storm_warning,informal,,4XCD2,,Hadera power station area,,1 PERSON ON BOARD,True,SECURITE,SECURITE,"Securite, securite, securite. All stations, all stations—storm warning for the Hadera power station area. Conditions getting nasty fast, stay clear and take shelter if you can. Call sign 4XCD2."
Safety,navigation_hazard,third_party,GALILEE STAR,4XAB1,503696046,Hadera power station area,choppy waves,POB UNKNOWN,True,SECURITE,SECURITE RELAY,"SECURITE RELAY RELAY, SECURITE RELAY RELAY, SECURITE RELAY RELAY

THIS IS OCEAN WATCHER. RECEIVED SECURITE RELAY FROM GALILEE STAR, CALL SIGN 4XAB1, MMSI 503696046. REPORTING A NAVIGATION HAZARD IN THE HADERA POWER STATION AREA. WEATHER CHOPPY WAVES. OVER"
Safety,storm_warning,third_party,MEDITERRANEAN DREAM,4XCD2,679476614,Eilat Marina,fog,POB UNKNOWN,True,SECURITE,SECURITE RELAY,"SECURITE RELAY RELAY RELAY, SECURITE RELAY RELAY RELAY, SECURITE RELAY RELAY RELAY. THIS IS SILVER HARBOR. RECEIVED SECURITE RELAY FROM MEDITERRANEAN DREAM, CALL SIGN 4XCD2, MMSI 679476614. STORM WARNING. POSITION Eilat Marina. WEATHER FOG. OVER"
Safety,navigation_hazard,third_party,MEDITERRANEAN DREAM,4XGH4,545505799,10 nm offshore of Herzliya Marina,strong wind,POB UNKNOWN,True,SECURITE,SECURITE RELAY,"SECURITE RELAY, SECURITE RELAY, SECURITE RELAY. RECEIVED SECURITE RELAY FROM MEDITERRANEAN DREAM. MEDITERRANEAN DREAM, call sign 4XGH4, MMSI 545505799, REPORTING A NAVIGATION HAZARD AT 10 nm offshore of Herzliya Marina. WEATHER STRONG WIND. OVER"
Safety,floating_debris,informal,COASTAL SPIRIT,,363321843,5 nm west of Haifa,poor visibility,,True,SECURITE,SECURITE,"Securite, securite, securite. Coastal Spirit, mmsi 363321843 — we’ve got floating debris in the water 5 nm west of Haifa, poor visibility, it’s hard to see until you’re right on it. All vessels in the area slow down and keep a sharp lookout."
Safety,floating_debris,third_party,GALILEE STAR,4XAB1,672775194,Eilat Marina,rough seas,POB UNKNOWN,False,NONE,,"RELAY, RELAY, RELAY. RECEIVED DISTRESS CALL FROM GALILEE STAR. GALILEE STAR, CALL SIGN 4XAB1, MMSI 672775194, REPORTING FLOATING DEBRIS HAZARD IN THE WATER AT Eilat Marina. WEATHER ROUGH SEAS. OVER"
Safety,navigation_hazard,informal,,,626794469,Palmahim Beach,choppy waves,1 PERSON ON BOARD,False,NONE,,"Any station, any station—there’s a navigation hazard at Palmahim Beach, something in the water and it’s hard to see in these choppy waves. MMSI 626794469. I’ve got 1 PERSON ON BOARD. Keep clear and proceed with extreme caution, please."
Safety,floating_debris,informal,BLUE HORIZON,,508570854,,strong wind,6 PERSONS ON BOARD,True,SECURITE,SECURITE,"Securite, securite, securite. BLUE HORIZON, MMSI 508570854 — strong wind out here and we’ve got floating debris in the water, looks like it could be dangerous to navigation. We’re six persons on board. Any vessels nearby keep a sharp lookout and proceed with caution."
Safety,floating_debris,formal,COASTAL SPIRIT,4XLM6,307918827,32°28.0'N 034°52.0'E (Hadera area),poor visibility,2 PERSONS ON BOARD,True,SECURITE,SECURITE,"SECURITE, SECURITE, SECURITE  
THIS IS COASTAL SPIRIT, COASTAL SPIRIT, COASTAL SPIRIT  
CALL SIGN 4XLM6 MMSI 307918827  
POSITION 32°28.0'N 034°52.0'E (HADERA AREA)  
FLOATING DEBRIS IN VICINITY, POOR VISIBILITY  
REQUIRE IMMEDIATE ASSISTANCE  
2 PERSONS ON BOARD  
OVER."
Safety,floating_debris,formal,GALILEE STAR,4XAB1,515001254,32°19.0'N 034°51.0'E (Netanya area),heavy rain,3 PERSONS ON BOARD,True,SECURITE,SECURITE,"SECURITE, SECURITE, SECURITE  
THIS IS GALILEE STAR, GALILEE STAR, GALILEE STAR  
CALL SIGN 4XAB1 MMSI 515001254  
POSITION 32°19.0'N 034°51.0'E (Netanya area)  
FLOATING DEBRIS REPORTED IN VICINITY, NAVIGATION HAZARD IN HEAVY RAIN  
REQUIRE IMMEDIATE ASSISTANCE  
3 PERSONS ON BOARD  
OVER."
Safety,navigation_hazard,formal,RED SEA RUNNER,4XGH4,393334613,31°48.0'N 034°38.0'E (Ashdod area),strong wind,2 PERSONS ON BOARD,True,SECURITE,SECURITE,"SECURITE, SECURITE, SECURITE  
THIS IS RED SEA RUNNER, RED SEA RUNNER, RED SEA RUNNER  
CALL SIGN 4XGH4 MMSI 393334613  
POSITION 31°48.0'N 034°38.0'E (Ashdod area)  
NAVIGATION HAZARD REPORTED IN VICINITY, STRONG WIND  
REQUIRE IMMEDIATE ASSISTANCE  
2 PERSONS ON BOARD  
OVER."
Safety,floating_debris,informal,GALILEE STAR,,,,,6 PERSONS ON BOARD,False,NONE,,"Galilee Star calling—there’s floating debris all around us, looks like it could foul the prop or hit the hull. We’re trying to slow down and maneuver but it’s everywhere. 6 persons on board. Need assistance/advice, any vessels nearby keep clear and watch out."
Safety,storm_warning,informal,,,,Hadera power station area,choppy waves,4 PERSONS ON BOARD,False,NONE,,"Anyone in the Hadera power station area, please listen—there’s a storm warning out here, choppy waves building fast and it’s getting nasty. We’ve got 4 PERSONS ON BOARD and we’re trying to keep clear but conditions are worsening, need nearby traffic to keep an eye out and give us a hand if we start getting into trouble."
Safety,navigation_hazard,formal,MEDITERRANEAN DREAM,4XGH4,314518079,31°55.0'N 034°41.0'E (Palmahim area),strong wind,4 PERSONS ON BOARD,True,SECURITE,SECURITE,"SECURITE, SECURITE, SECURITE  
THIS IS MEDITERRANEAN DREAM, MEDITERRANEAN DREAM, MEDITERRANEAN DREAM  
CALL SIGN 4XGH4 MMSI 314518079  
POSITION 31°55.0'N 034°41.0'E (PALMAHIM AREA)  
NAVIGATION HAZARD IN VICINITY, STRONG WIND  
REQUIRE IMMEDIATE ASSISTANCE  
4 PERSONS ON BOARD  
OVER."
Safety,navigation_hazard,informal,COASTAL SPIRIT,,,5 nm west of Haifa,,6 PERSONS ON BOARD,False,NONE,,"Coastal Spirit calling—there’s a navigation hazard, a big floating object/debris in the water at 5 nm west of Haifa. Nearly hit it, it’s hard to see and right in the track. We’ve got 6 persons on board. Any vessels in the area keep a sharp lookout and give it a wide berth."
Safety,navigation_hazard,informal,COASTAL SPIRIT,,,,,6 PERSONS ON BOARD,False,NONE,,"Coastal Spirit calling—there’s a serious navigation hazard out here, something in the water and it’s right in the track. We’ve got 6 persons on board. Keep a sharp lookout and slow down, it’s dangerous."
Safety,floating_debris,third_party,SEA BREEZE,4XLM6,242329671,Eilat Marina,heavy rain,POB UNKNOWN,True,SECURITE,SECURITE RELAY,"SECURITE RELAY, SECURITE RELAY, SECURITE RELAY. THIS IS SILVER HARBOR. RECEIVED SECURITE RELAY FROM SEA BREEZE, CALL SIGN 4XLM6, MMSI 242329671. REPORTING FLOATING DEBRIS IN THE WATER AT Eilat Marina. WEATHER HEAVY RAIN. OVER."
Safety,floating_debris,third_party,BLUE HORIZON,4XAB1,516872439,Netanya coastline,heavy rain,POB UNKNOWN,True,SECURITE,SECURITE RELAY,"SECURITE RELAY, SECURITE RELAY, SECURITE RELAY. THIS IS SILVER STAR. RECEIVED SECURITE RELAY FROM BLUE HORIZON, CALL SIGN 4XAB1, MMSI 516872439. REPORTING FLOATING DEBRIS HAZARD IN THE VICINITY OF Netanya coastline. WEATHER HEAVY RAIN. ALL STATIONS ADVISED TO NAVIGATE WITH CAUTION. OVER"
Safety,storm_warning,third_party,GALILEE STAR,4XJK5,738798023,5 nm west of Tel Aviv,heavy rain,POB UNKNOWN,False,NONE,,"RELAY, RELAY, RELAY. RECEIVED MESSAGE FROM GALILEE STAR. STORM WARNING FOR VESSEL GALILEE STAR, CALL SIGN 4XJK5, MMSI 738798023, POSITION 5 nm west of Tel Aviv. WEATHER HEAVY RAIN. OVER"
Safety,navigation_hazard,informal,BLUE HORIZON,,,Netanya coastline,,6 PERSONS ON BOARD,True,SECURITE,SECURITE,"Securite, securite, securite — all stations, all stations. This is BLUE HORIZON. Navigation hazard off Netanya coastline: we’ve got a dangerous obstruction in the water, very close to the surface, hard to see. Keep well clear and proceed with extreme caution. We have 6 PERSONS ON BOARD."
Safety,floating_debris,informal,,4XLM6,,Palmahim Beach,,,False,NONE,,"Coast guard, anyone on VHF—I'm at Palmahim Beach, call sign 4XLM6. There’s floating debris in the water close in, looks like it could be from a boat, drifting around and it’s a hazard. Can you send someone to check it out?"
Safety,navigation_hazard,informal,,,,Hadera power station area,poor visibility,,True,SECURITE,SECURITE,"Securite, securite, securite. Navigation hazard in Hadera power station area — there’s an unlit object/debris in the water, hard to see in poor visibility. All vessels keep sharp lookout, slow down and give the area a wide berth."
Safety,floating_debris,formal,SEA BREEZE,4XAB1,526808977,31°48.0'N 034°38.0'E (Ashdod area),poor visibility,1 PERSON ON BOARD,True,SECURITE,SECURITE,"SECURITE, SECURITE, SECURITE  
THIS IS SEA BREEZE, SEA BREEZE, SEA BREEZE  
CALL SIGN 4XAB1 MMSI 526808977  
POSITION 31°48.0'N 034°38.0'E (Ashdod area)  
FLOATING DEBRIS REPORTED IN VICINITY, POOR VISIBILITY  
REQUIRE IMMEDIATE ASSISTANCE  
1 PERSON ON BOARD  
OVER."
Safety,navigation_hazard,third_party,BLUE HORIZON,4XGH4,687096273,Netanya coastline,heavy rain,POB UNKNOWN,False,NONE,,"RELAY, RELAY, RELAY. RECEIVED DISTRESS CALL FROM BLUE HORIZON, CALL SIGN 4XGH4, MMSI 687096273. REPORTING NAVIGATION HAZARD INVOLVING BLUE HORIZON AT POSITION Netanya coastline. WEATHER HEAVY RAIN. OVER"
Safety,storm_warning,formal,MEDITERRANEAN DREAM,4XLM6,306323670,32°19.0'N 034°51.0'E (Netanya area),poor visibility,5 PERSONS ON BOARD,True,SECURITE,SECURITE,"SECURITE, SECURITE, SECURITE  
THIS IS MEDITERRANEAN DREAM, MEDITERRANEAN DREAM, MEDITERRANEAN DREAM  
CALL SIGN 4XLM6 MMSI 306323670  
POSITION 32°19.0'N 034°51.0'E (NETANYA AREA)  
STORM WARNING IN AREA, POOR VISIBILITY  
REQUIRE IMMEDIATE ASSISTANCE  
5 PERSONS ON BOARD  
OVER."
Safety,storm_warning,formal,COASTAL SPIRIT,4XEF3,433291547,32°10.0'N 034°48.0'E (Herzliya area),poor visibility,4 PERSONS ON BOARD,True,SECURITE,SECURITE,"SECURITE, SECURITE, SECURITE  
THIS IS COASTAL SPIRIT, COASTAL SPIRIT, COASTAL SPIRIT  
CALL SIGN 4XEF3 MMSI 433291547  
POSITION 32°10.0'N 034°48.0'E (Herzliya area)  
STORM WARNING IN EFFECT, POOR VISIBILITY  
REQUIRE IMMEDIATE ASSISTANCE  
4 PERSONS ON BOARD  
OVER."
Safety,storm_warning,formal,COASTAL SPIRIT,4XEF3,784615760,32°49.0'N 034°59.0'E (Haifa area),choppy waves,3 PERSONS ON BOARD,True,SECURITE,SECURITE,"SECURITE, SECURITE, SECURITE  
THIS IS COASTAL SPIRIT, COASTAL SPIRIT, COASTAL SPIRIT  
CALL SIGN 4XEF3 MMSI 784615760  
POSITION 32°49.0'N 034°59.0'E (Haifa area)  
STORM WARNING IN AREA, CHOPPY WAVES  
REQUIRE IMMEDIATE ASSISTANCE  
3 PERSONS ON BOARD  
OVER."
Safety,storm_warning,informal,RED SEA RUNNER,4XAB1,254308262,,,,True,SECURITE,SECURITE,"Securite, securite, securite — RED SEA RUNNER, call sign 4XAB1, MMSI 254308262. Storm warning in effect, conditions expected to get nasty fast. All vessels in the area, secure gear, reduce speed, keep a sharp watch and be ready for heavy weather."
Safety,floating_debris,formal,RED SEA RUNNER,4XCD2,273669588,32°10.0'N 034°48.0'E (Herzliya area),fog,2 PERSONS ON BOARD,True,SECURITE,SECURITE,"SECURITE, SECURITE, SECURITE. THIS IS RED SEA RUNNER, RED SEA RUNNER, RED SEA RUNNER. CALL SIGN 4XCD2 MMSI 273669588. POSITION 32°10.0'N 034°48.0'E (HERZLIYA AREA). FLOATING DEBRIS REPORTED IN THE AREA, NAVIGATION HAZARD IN FOG. REQUIRE IMMEDIATE ASSISTANCE. 2 PERSONS ON BOARD. OVER."
Safety,floating_debris,informal,,4XJK5,469137895,5 nm west of Haifa,strong wind,1 PERSON ON BOARD,True,SECURITE,SECURITE,"Securite, securite, securite. Station calling, this is call sign 4XJK5, mmsi 469137895. I’m 5 nm west of Haifa and there’s floating debris in the water, looks dangerous for navigation, hard to avoid in this strong wind. Any vessels nearby slow down and keep sharp lookout."
Safety,floating_debris,formal,RED SEA RUNNER,4XEF3,216944811,32°49.0'N 034°59.0'E (Haifa area),strong wind,3 PERSONS ON BOARD,True,SECURITE,SECURITE,"SECURITE, SECURITE, SECURITE  
THIS IS RED SEA RUNNER, RED SEA RUNNER, RED SEA RUNNER  
CALL SIGN 4XEF3 MMSI 216944811  
POSITION 32°49.0'N 034°59.0'E (HAIFA AREA)  
FLOATING DEBRIS REPORTED IN VICINITY, STRONG WIND AFFECTING NAVIGATION  
REQUIRE IMMEDIATE ASSISTANCE  
3 PERSONS ON BOARD  
OVER."
Safety,storm_warning,third_party,MEDITERRANEAN DREAM,4XJK5,322030010,Ashdod Port,choppy waves,POB UNKNOWN,True,SECURITE,SECURITE RELAY,"SECURITE RELAY RELAY, SECURITE RELAY RELAY, SECURITE RELAY RELAY

THIS IS SILVER HARBOR RADIO RELAYING. RECEIVED SECURITE RELAY FROM MEDITERRANEAN DREAM, CALL SIGN 4XJK5, MMSI 322030010. STORM WARNING. POSITION Ashdod Port. WEATHER CHOPPY WAVES. OVER"
Safety,storm_warning,informal,,,759903980,Hadera power station area,,,False,NONE,,"All stations, all stations—storm warning in the Hadera power station area. Conditions getting nasty fast, heavy seas and strong wind coming in. If you’re nearby, clear out and take shelter now, this is getting dangerous. MMSI 759903980."
Safety,storm_warning,formal,SEA BREEZE,4XGH4,631233244,31°48.0'N 034°38.0'E (Ashdod area),poor visibility,6 PERSONS ON BOARD,True,SECURITE,SECURITE,"SECURITE, SECURITE, SECURITE  
THIS IS SEA BREEZE, SEA BREEZE, SEA BREEZE  
CALL SIGN 4XGH4 MMSI 631233244  
POSITION 31°48.0'N 034°38.0'E (Ashdod area)  
STORM WARNING IN AREA, POOR VISIBILITY  
REQUIRE IMMEDIATE ASSISTANCE  
6 PERSONS ON BOARD  
OVER."
Safety,floating_debris,third_party,MEDITERRANEAN DREAM,4XAB1,286748119,5 nm west of Tel Aviv,heavy rain,POB UNKNOWN,True,SECURITE,SECURITE RELAY,"SECURITE RELAY, SECURITE RELAY, SECURITE RELAY. THIS IS BLUE HORIZON. RECEIVED SECURITE RELAY FROM MEDITERRANEAN DREAM, CALL SIGN 4XAB1, MMSI 286748119. REPORTING FLOATING DEBRIS IN THE WATER AT 5 nm west of Tel Aviv. WEATHER HEAVY RAIN. OVER"
Safety,storm_warning,third_party,COASTAL SPIRIT,4XJK5,788793237,Palmahim Beach,choppy waves,POB UNKNOWN,False,NONE,,"RELAY, RELAY, RELAY. RECEIVED MESSAGE FROM COASTAL SPIRIT. This is Silver Horizon relaying a storm warning concerning COASTAL SPIRIT, call sign 4XJK5, MMSI 788793237. Position: Palmahim Beach. Weather reported: choppy waves. OVER"
Safety,floating_debris,third_party,GALILEE STAR,4XGH4,742831335,Netanya coastline,fog,POB UNKNOWN,False,NONE,,"RELAY, RELAY, RELAY. RECEIVED DISTRESS CALL FROM GALILEE STAR. GALILEE STAR, CALL SIGN 4XGH4, MMSI 742831335, REPORTING FLOATING DEBRIS HAZARD IN THE WATER. POSITION REPORTED AS Netanya coastline. WEATHER FOG. OVER"
Safety,storm_warning,formal,COASTAL SPIRIT,4XLM6,791991695,32°19.0'N 034°51.0'E (Netanya area),choppy waves,2 PERSONS ON BOARD,True,SECURITE,SECURITE,"SECURITE, SECURITE, SECURITE  
THIS IS COASTAL SPIRIT, COASTAL SPIRIT, COASTAL SPIRIT  
CALL SIGN 4XLM6 MMSI 791991695  
POSITION 32°19.0'N 034°51.0'E (Netanya area)  
STORM WARNING IN AREA, CHOPPY WAVES  
REQUIRE IMMEDIATE ASSISTANCE  
2 PERSONS ON BOARD  
OVER."
Safety,storm_warning,formal,MEDITERRANEAN DREAM,4XEF3,686940738,31°48.0'N 034°38.0'E (Ashdod area),poor visibility,4 PERSONS ON BOARD,True,SECURITE,SECURITE,"SECURITE, SECURITE, SECURITE  
THIS IS MEDITERRANEAN DREAM, MEDITERRANEAN DREAM, MEDITERRANEAN DREAM  
CALL SIGN 4XEF3 MMSI 686940738  
POSITION 31°48.0'N 034°38.0'E (ASHDOD AREA)  
STORM WARNING IN AREA WITH POOR VISIBILITY  
REQUIRE IMMEDIATE ASSISTANCE  
4 PERSONS ON BOARD  
OVER."
Safety,storm_warning,informal,SEA BREEZE,,,Ashdod Port,,,True,SECURITE,SECURITE,"Securite, securite, securite. All stations, all stations—this is SEA BREEZE at Ashdod Port. Storm warning, conditions building fast, strong winds and rough seas expected. Any traffic near Ashdod Port, keep clear and proceed with extreme caution."
Safety,navigation_hazard,third_party,GALILEE STAR,4XCD2,797398528,Palmahim Beach,rough seas,POB UNKNOWN,True,SECURITE,SECURITE RELAY,"SECURITE RELAY RELAY, SECURITE RELAY RELAY, SECURITE RELAY RELAY. THIS IS COAST RADIO OPERATOR HARRIS. RECEIVED SECURITE RELAY FROM GALILEE STAR, CALL SIGN 4XCD2, MMSI 797398528. NAVIGATION HAZARD REPORTED IN VICINITY OF Palmahim Beach. WEATHER ROUGH SEAS. OVER."
Safety,navigation_hazard,informal,,,,Ashdod Port,heavy rain,3 PERSONS ON BOARD,True,SECURITE,SECURITE,"Securite, securite, securite — all stations, hazard warning at Ashdod Port. There’s a serious navigation hazard in the port area, hard to see in heavy rain. Keep sharp lookout, slow down and proceed with extreme caution. We have 3 PERSONS ON BOARD."
Safety,floating_debris,formal,COASTAL SPIRIT,4XGH4,440781088,31°55.0'N 034°41.0'E (Palmahim area),rough seas,3 PERSONS ON BOARD,True,SECURITE,SECURITE,"SECURITE, SECURITE, SECURITE  
THIS IS COASTAL SPIRIT, COASTAL SPIRIT, COASTAL SPIRIT  
CALL SIGN 4XGH4 MMSI 440781088  
POSITION 31°55.0'N 034°41.0'E (PALMAHIM AREA)  
FLOATING DEBRIS REPORTED IN VICINITY, HAZARD TO NAVIGATION IN ROUGH SEAS  
REQUIRE IMMEDIATE ASSISTANCE  
3 PERSONS ON BOARD  
OVER."
Safety,floating_debris,informal,COASTAL SPIRIT,4XJK5,228189836,Hadera power station area,fog,,True,SECURITE,SECURITE,"Securite, securite, securite. Coastal Spirit, call sign 4XJK5, MMSI 228189836. We’ve got floating debris in the Hadera power station area, hard to see in this fog—looks like it could foul a prop or hit a hull. All vessels keep sharp lookout and proceed with extreme caution."
Safety,floating_debris,third_party,GALILEE STAR,4XEF3,576908532,5 nm west of Tel Aviv,rough seas,POB UNKNOWN,True,SECURITE,SECURITE RELAY,"SECURITE RELAY RELAY, SECURITE RELAY RELAY, SECURITE RELAY RELAY. THIS IS SEABIRD RADIO. RECEIVED SECURITE RELAY FROM GALILEE STAR. REPORTING FLOATING DEBRIS IN THE AREA. POSITION 5 nm west of Tel Aviv. WEATHER ROUGH SEAS. OVER."
Safety,floating_debris,informal,MEDITERRANEAN DREAM,,,,heavy rain,,True,SECURITE,SECURITE,"Securite, securite, securite — MEDITERRANEAN DREAM. Heavy rain out here and we’ve got floating debris in the water, hard to see, looks dangerous for navigation. All vessels in the area keep a sharp lookout and slow down."
Safety,floating_debris,third_party,GALILEE STAR,4XJK5,291221925,5 nm west of Tel Aviv,rough seas,POB UNKNOWN,False,NONE,,"RELAY, RELAY, RELAY. RECEIVED DISTRESS CALL FROM GALILEE STAR. GALILEE STAR, CALL SIGN 4XJK5, MMSI 291221925, REPORTING FLOATING DEBRIS HAZARD IN ROUGH SEAS. POSITION 5 nm west of Tel Aviv. OVER"
Safety,storm_warning,formal,COASTAL SPIRIT,4XAB1,492168202,32°19.0'N 034°51.0'E (Netanya area),poor visibility,6 PERSONS ON BOARD,True,SECURITE,SECURITE,"SECURITE, SECURITE, SECURITE  
THIS IS COASTAL SPIRIT, COASTAL SPIRIT, COASTAL SPIRIT  
CALL SIGN 4XAB1 MMSI 492168202  
POSITION 32°19.0'N 034°51.0'E (NETANYA AREA)  
STORM WARNING IN AREA WITH POOR VISIBILITY  
REQUIRE IMMEDIATE ASSISTANCE  
6 PERSONS ON BOARD  
OVER."
Safety,storm_warning,third_party,MEDITERRANEAN DREAM,4XGH4,493310667,Ashdod Port,strong wind,POB UNKNOWN,True,SECURITE,SECURITE RELAY,"SECURITE RELAY, SECURITE RELAY, SECURITE RELAY. THIS IS SILVER HORIZON RELAYING. RECEIVED SECURITE RELAY FROM MEDITERRANEAN DREAM, CALL SIGN 4XGH4, MMSI 493310667. STORM WARNING REPORTED AT Ashdod Port. WEATHER: strong wind. OVER."
Safety,storm_warning,informal,,,258821683,10 nm offshore of Herzliya Marina,,1 PERSON ON BOARD,False,NONE,,"Coast guard, anyone listening—there’s a storm warning out here, I’m 10 nm offshore of Herzliya Marina, mmsi 258821683, 1 person on board. I’m getting hit hard and I need help, please respond."
Safety,navigation_hazard,formal,GALILEE STAR,4XEF3,552318696,29°33.0'N 034°57.0'E (Eilat area),rough seas,1 PERSON ON BOARD,True,SECURITE,SECURITE,"SECURITE, SECURITE, SECURITE  
THIS IS GALILEE STAR, GALILEE STAR, GALILEE STAR  
CALL SIGN 4XEF3 MMSI 552318696  
POSITION 29°33.0'N 034°57.0'E (EILAT AREA)  
NAVIGATION HAZARD REPORTED IN VICINITY, ROUGH SEAS  
REQUIRE IMMEDIATE ASSISTANCE  
1 PERSON ON BOARD  
OVER."
Urgency,drifting,informal,SEA BREEZE,4XGH4,245421708,,,,True,PAN PAN,PAN PAN,"Pan pan, pan pan, pan pan. Sea Breeze, call sign 4XGH4, MMSI 245421708. We’re drifting, no control, can’t hold position and getting pushed along. Need assistance or a tow, please respond."
Urgency,drifting,formal,GALILEE STAR,4XJK5,660940492,32°19.0'N 034°51.0'E (Netanya area),fog,4 PERSONS ON BOARD,True,PAN PAN,PAN PAN,"PAN PAN, PAN PAN, PAN PAN  
THIS IS GALILEE STAR, GALILEE STAR, GALILEE STAR  
CALL SIGN 4XJK5 MMSI 660940492  
POSITION 32°19.0'N 034°51.0'E (NETANYA AREA)  
WE ARE DRIFTING IN FOG  
REQUIRE IMMEDIATE ASSISTANCE  
4 PERSONS ON BOARD  
OVER."
Urgency,medical_issue,formal,MEDITERRANEAN DREAM,4XAB1,548717183,29°33.0'N 034°57.0'E (Eilat area),strong wind,5 PERSONS ON BOARD,True,PAN PAN,PAN PAN,"PAN PAN, PAN PAN, PAN PAN  
THIS IS MEDITERRANEAN DREAM, MEDITERRANEAN DREAM, MEDITERRANEAN DREAM  
CALL SIGN 4XAB1 MMSI 548717183  
POSITION 29°33.0'N 034°57.0'E (EILAT AREA)  
MEDICAL ISSUE ON BOARD  
REQUIRE IMMEDIATE ASSISTANCE  
5 PERSONS ON BOARD  
OVER."
Urgency,engine_failure,informal,,,,Palmahim Beach,heavy rain,,True,PAN PAN,PAN PAN,"Pan pan, pan pan, pan pan—any station, any station, we’ve got engine failure at Palmahim Beach, we’re dead in the water and drifting, heavy rain, need assistance fast."
